"ICD10"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"M49.47"	"M49.47 Neuropathic spondylopathy (Lumbosacral region)"	7717	7709	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.48"	"M49.48 Neuropathic spondylopathy (Sacral and sacrococcygeal region)"	7718	7709	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.49"	"M49.49 Neuropathic spondylopathy (Site unspecified)"	7719	7709	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.5"	"M49.5 Collapsed vertebra in diseases classified elsewhere"	7720	7664	"N"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.50"	"M49.50 Collapsed vertebra in diseases classified elsewhere (Multiple sites in spine)"	7721	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.51"	"M49.51 Collapsed vertebra in diseases classified elsewhere (Occipito-atlanto-axial region)"	7722	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.52"	"M49.52 Collapsed vertebra in diseases classified elsewhere (Cervical region)"	7723	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.53"	"M49.53 Collapsed vertebra in diseases classified elsewhere (Cervicothoracic region)"	7724	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.54"	"M49.54 Collapsed vertebra in diseases classified elsewhere (Thoracic region)"	7725	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.55"	"M49.55 Collapsed vertebra in diseases classified elsewhere (Thoracolumbar region)"	7726	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.56"	"M49.56 Collapsed vertebra in diseases classified elsewhere (Lumbar region)"	7727	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.57"	"M49.57 Collapsed vertebra in diseases classified elsewhere (Lumbosacral region)"	7728	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.58"	"M49.58 Collapsed vertebra in diseases classified elsewhere (Sacral and sacrococcygeal region)"	7729	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.59"	"M49.59 Collapsed vertebra in diseases classified elsewhere (Site unspecified)"	7730	7720	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.8"	"M49.8 Spondylopathy in other diseases classified elsewhere"	7731	7664	"N"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.80"	"M49.80 Spondylopathy in other diseases classified elsewhere (Multiple sites in spine)"	7732	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.81"	"M49.81 Spondylopathy in other diseases classified elsewhere (Occipito-atlanto-axial region)"	7733	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.82"	"M49.82 Spondylopathy in other diseases classified elsewhere (Cervical region)"	7734	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.83"	"M49.83 Spondylopathy in other diseases classified elsewhere (Cervicothoracic region)"	7735	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.84"	"M49.84 Spondylopathy in other diseases classified elsewhere (Thoracic region)"	7736	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.85"	"M49.85 Spondylopathy in other diseases classified elsewhere (Thoracolumbar region)"	7737	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.86"	"M49.86 Spondylopathy in other diseases classified elsewhere (Lumbar region)"	7738	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.87"	"M49.87 Spondylopathy in other diseases classified elsewhere (Lumbosacral region)"	7739	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.88"	"M49.88 Spondylopathy in other diseases classified elsewhere (Sacral and sacrococcygeal region)"	7740	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M49.89"	"M49.89 Spondylopathy in other diseases classified elsewhere (Site unspecified)"	7741	7731	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M46.1"	"M46.1 Sacro-iliitis, not elsewhere classified"	7442	7430	"N"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.10"	"M46.10 Sacroiliitis, not elsewhere classified-Mult site"	7443	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.11"	"M46.11 Sacroiliitis, not elsewhere classified-Occipit-atl-axl"	7444	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.12"	"M46.12 Sacroiliitis, not elsewhere classified-Cervical"	7445	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.13"	"M46.13 Sacroiliitis, not elsewhere classified-Cervicothoracic"	7446	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.14"	"M46.14 Sacroiliitis, not elsewhere classified-Thoracic"	7447	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.15"	"M46.15 Sacroiliitis, not elsewhere classified-Thoracolumbar"	7448	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.16"	"M46.16 Sacroiliitis, not elsewhere classified-Lumbar"	7449	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.17"	"M46.17 Sacroiliitis, not elsewhere classified-Lumbosacral"	7450	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.18"	"M46.18 Sacroiliitis, not elsewhere classified-Sacral/sacrococ"	7451	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.19"	"M46.19 Sacroiliitis, not elsewhere classified-Site unspe"	7452	7442	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.1"	"M08.1 Juvenile ankylosing spondylitis"	6177	6165	"N"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.10"	"M08.10 Juvenile ankylosing spondylitis (Multiple sites)"	6178	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.11"	"M08.11 Juvenile ankylosing spondylitis (Shoulder region)"	6179	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.12"	"M08.12 Juvenile ankylosing spondylitis (Upper arm)"	6180	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.13"	"M08.13 Juvenile ankylosing spondylitis (Forearm)"	6181	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.14"	"M08.14 Juvenile ankylosing spondylitis (Hand)"	6182	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.15"	"M08.15 Juvenile ankylosing spondylitis (Pelvic region and thigh)"	6183	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.16"	"M08.16 Juvenile ankylosing spondylitis (Lower leg)"	6184	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.17"	"M08.17 Juvenile ankylosing spondylitis (Ankle and foot)"	6185	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.18"	"M08.18 Juvenile ankylosing spondylitis (Other)"	6186	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M08.19"	"M08.19 Juvenile ankylosing spondylitis (Site unspecified)"	6187	6177	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45 Ankylosing spondylitis"	7419	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X0 Ankylosing spondylitis (Multiple sites in spine)"	7420	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X1 Ankylosing spondylitis (Occipito-atlanto-axial region)"	7421	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X2 Ankylosing spondylitis (Cervical region)"	7422	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X3 Ankylosing spondylitis (Cervicothoracic region)"	7423	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X4 Ankylosing spondylitis (Thoracic region)"	7424	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X5 Ankylosing spondylitis (Thoracolumbar region)"	7425	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X6 Ankylosing spondylitis (Lumbar region)"	7426	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X7 Ankylosing spondylitis (Lumbosacral region)"	7427	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X8 Ankylosing spondylitis (Sacral and sacrococcygeal region)"	7428	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M45"	"M45.X9 Ankylosing spondylitis (Site unspecified)"	7429	156	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.0"	"M46.0 Spinal enthesopathy"	7431	7430	"N"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.00"	"M46.00 Spinal enthesopathy (Multiple sites in spine)"	7432	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.01"	"M46.01 Spinal enthesopathy (Occipito-atlanto-axial region)"	7433	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.02"	"M46.02 Spinal enthesopathy (Cervical region)"	7434	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.03"	"M46.03 Spinal enthesopathy (Cervicothoracic region)"	7435	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.04"	"M46.04 Spinal enthesopathy (Thoracic region)"	7436	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.05"	"M46.05 Spinal enthesopathy (Thoracolumbar region)"	7437	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.06"	"M46.06 Spinal enthesopathy (Lumbar region)"	7438	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.07"	"M46.07 Spinal enthesopathy (Lumbosacral region)"	7439	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.08"	"M46.08 Spinal enthesopathy (Sacral and sacrococcygeal region)"	7440	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M46.09"	"M46.09 Spinal enthesopathy (Site unspecified)"	7441	7431	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.0"	"M02.0 Arthropathy following intestinal bypass"	5831	5830	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.00"	"M02.00 Arthropathy following intestinal bypass (Multiple sites)"	5832	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.01"	"M02.01 Arthropathy following intestinal bypass (Shoulder region)"	5833	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.02"	"M02.02 Arthropathy following intestinal bypass (Upper arm)"	5834	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.03"	"M02.03 Arthropathy following intestinal bypass (Forearm)"	5835	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.04"	"M02.04 Arthropathy following intestinal bypass (Hand)"	5836	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.05"	"M02.05 Arthropathy following intestinal bypass (Pelvic region and thigh)"	5837	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.06"	"M02.06 Arthropathy following intestinal bypass (Lower leg)"	5838	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.07"	"M02.07 Arthropathy following intestinal bypass (Ankle and foot)"	5839	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.08"	"M02.08 Arthropathy following intestinal bypass (Other)"	5840	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.09"	"M02.09 Arthropathy following intestinal bypass (Site unspecified)"	5841	5831	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.2"	"M02.2 Postimmunisation arthropathy"	5853	5830	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.20"	"M02.20 Postimmunization arthropathy (Multiple sites)"	5854	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.21"	"M02.21 Postimmunization arthropathy (Shoulder region)"	5855	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.22"	"M02.22 Postimmunization arthropathy (Upper arm)"	5856	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.23"	"M02.23 Postimmunization arthropathy (Forearm)"	5857	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.24"	"M02.24 Postimmunization arthropathy (Hand)"	5858	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.25"	"M02.25 Postimmunization arthropathy (Pelvic region and thigh)"	5859	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.26"	"M02.26 Postimmunization arthropathy (Lower leg)"	5860	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.27"	"M02.27 Postimmunization arthropathy (Ankle and foot)"	5861	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.28"	"M02.28 Postimmunization arthropathy (Other)"	5862	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M02.29"	"M02.29 Postimmunization arthropathy (Site unspecified)"	5863	5853	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.1"	"M12.1 Kaschin-Beck disease"	6423	6411	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.10"	"M12.10 Kaschin-Beck disease (Multiple sites)"	6424	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.11"	"M12.11 Kaschin-Beck disease (Shoulder region)"	6425	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.12"	"M12.12 Kaschin-Beck disease (Upper arm)"	6426	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.13"	"M12.13 Kaschin-Beck disease (Forearm)"	6427	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.14"	"M12.14 Kaschin-Beck disease (Hand)"	6428	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.15"	"M12.15 Kaschin-Beck disease (Pelvic region and thigh)"	6429	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.16"	"M12.16 Kaschin-Beck disease (Lower leg)"	6430	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.17"	"M12.17 Kaschin-Beck disease (Ankle and foot)"	6431	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.18"	"M12.18 Kaschin-Beck disease (Other)"	6432	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.19"	"M12.19 Kaschin-Beck disease (Site unspecified)"	6433	6423	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.3"	"M12.3 Palindromic rheumatism"	6445	6411	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.30"	"M12.30 Palindromic rheumatism (Multiple sites)"	6446	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.31"	"M12.31 Palindromic rheumatism (Shoulder region)"	6447	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.32"	"M12.32 Palindromic rheumatism (Upper arm)"	6448	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.33"	"M12.33 Palindromic rheumatism (Forearm)"	6449	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.34"	"M12.34 Palindromic rheumatism (Hand)"	6450	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.35"	"M12.35 Palindromic rheumatism (Pelvic region and thigh)"	6451	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.36"	"M12.36 Palindromic rheumatism (Lower leg)"	6452	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.37"	"M12.37 Palindromic rheumatism (Ankle and foot)"	6453	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.38"	"M12.38 Palindromic rheumatism (Other)"	6454	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.39"	"M12.39 Palindromic rheumatism (Site unspecified)"	6455	6445	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.4"	"M12.4 Intermittent hydrarthrosis"	6456	6411	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.40"	"M12.40 Intermittent hydrarthrosis (Multiple sites)"	6457	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.41"	"M12.41 Intermittent hydrarthrosis (Shoulder region)"	6458	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.42"	"M12.42 Intermittent hydrarthrosis (Upper arm)"	6459	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.43"	"M12.43 Intermittent hydrarthrosis (Forearm)"	6460	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.44"	"M12.44 Intermittent hydrarthrosis (Hand)"	6461	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.45"	"M12.45 Intermittent hydrarthrosis (Pelvic region and thigh)"	6462	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.46"	"M12.46 Intermittent hydrarthrosis (Lower leg)"	6463	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.47"	"M12.47 Intermittent hydrarthrosis (Ankle and foot)"	6464	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.48"	"M12.48 Intermittent hydrarthrosis (Other)"	6465	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.49"	"M12.49 Intermittent hydrarthrosis (Site unspecified)"	6466	6456	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M12.8"	"M12.8 Other specific arthropathies, not elsewhere classified"	6478	6411	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.80"	"M12.80 Other specific arthropathies, not elsewhere classified (Multiple sites)"	6479	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.81"	"M12.81 Other specific arthropathies, not elsewhere classified (Shoulder region)"	6480	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.82"	"M12.82 Other specific arthropathies, not elsewhere classified (Upper arm)"	6481	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.83"	"M12.83 Other specific arthropathies, not elsewhere classified (Forearm)"	6482	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.84"	"M12.84 Other specific arthropathies, not elsewhere classified (Hand)"	6483	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.85"	"M12.85 Other specific arthropathies, not elsewhere classified (Pelvic region and thigh)"	6484	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.86"	"M12.86 Other specific arthropathies, not elsewhere classified (Lower leg)"	6485	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.87"	"M12.87 Other specific arthropathies, not elsewhere classified (Ankle and foot)"	6486	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.88"	"M12.88 Other specific arthropathies, not elsewhere classified (Other)"	6487	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.89"	"M12.89 Other specific arthropathies, not elsewhere classified (Site unspecified)"	6488	6478	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.1"	"M13.1 Monoarthritis, not elsewhere classified"	6501	6489	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.10"	"M13.10 Monoarthritis, not elsewhere classified (Multiple sites)"	6502	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.11"	"M13.11 Monoarthritis, not elsewhere classified (Shoulder region)"	6503	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.12"	"M13.12 Monoarthritis, not elsewhere classified (Upper arm)"	6504	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.13"	"M13.13 Monoarthritis, not elsewhere classified (Forearm)"	6505	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
