"ICD9"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"714.85"	"71485 Other specified inflammatory polyarthropies (pelvic region and thigh)"	5262	5256	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.86"	"71486 Other specified inflammatory polyarthropies (lower leg)"	5263	5256	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.87"	"71487 Other specified inflammatory polyarthropies (ankle and foot)"	5264	5256	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.88"	"71488 Other specified inflammatory polyarthropies (other specified site)"	5265	5256	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.89"	"71489 Other specified inflammatory polyarthropies (site unspecified)"	5266	5256	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.9"	"7149 Unspecified inflammatory polyarthropathy"	5267	5200	"N"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.90"	"71490 Unspecified inflammatory polyarthropathy (multiple sites)"	5268	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.91"	"71491 Unspecified inflammatory polyarthropathy (shoulder region)"	5269	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.92"	"71492 Unspecified inflammatory polyarthropathy (upper arm)"	5270	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.93"	"71493 Unspecified inflammatory polyarthropathy (forearm)"	5271	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.94"	"71494 Unspecified inflammatory polyarthropathy (hand)"	5272	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.95"	"71495 Unspecified inflammatory polyarthropathy (pelvic region and thigh)"	5273	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.96"	"71496 Unspecified inflammatory polyarthropathy (lower leg)"	5274	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.97"	"71497 Unspecified inflammatory polyarthropathy (ankle and foot)"	5275	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.98"	"71498 Unspecified inflammatory polyarthropathy (other specified site)"	5276	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.99"	"71499 Unspecified inflammatory polyarthropathy (site unspecified)"	5277	5267	"Y"	"714"	"Rheumatoid arthritis and other inflammatory polyarthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"714.0"	"7140 Rheumatoid arthritis"	5201	5200	"N"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.00"	"71400 Rheumatoid arthritis (multiple sites)"	5202	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.01"	"71401 Rheumatoid arthritis (shoulder region)"	5203	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.02"	"71402 Rheumatoid arthritis (upper arm)"	5204	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.03"	"71403 Rheumatoid arthritis (forearm)"	5205	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.04"	"71404 Rheumatoid arthritis (hand)"	5206	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.05"	"71405 Rheumatoid arthritis (pelvic region and thigh)"	5207	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.06"	"71406 Rheumatoid arthritis (lower leg)"	5208	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.07"	"71407 Rheumatoid arthritis (ankle and foot)"	5209	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.08"	"71408 Rheumatoid arthritis (other specified site)"	5210	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.09"	"71409 Rheumatoid arthritis (site unspecified)"	5211	5201	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.1"	"7141 Felty's syndrome"	5212	5200	"N"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.10"	"71410 Felty's syndrome (multiple sites)"	5213	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.11"	"71411 Felty's syndrome (shoulder region)"	5214	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.12"	"71412 Felty's syndrome (upper arm)"	5215	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.13"	"71413 Felty's syndrome (forearm)"	5216	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.14"	"71414 Felty's syndrome (hand)"	5217	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.15"	"71415 Felty's syndrome (pelvic region and thigh)"	5218	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.16"	"71416 Felty's syndrome (lower leg)"	5219	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.17"	"71417 Felty's syndrome (ankle and foot)"	5220	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.18"	"71418 Felty's syndrome (other specified site)"	5221	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.19"	"71419 Felty's syndrome (site unspecified)"	5222	5212	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.2"	"7142 Other r.a. with visceral or systemic involvement"	5223	5200	"N"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.20"	"71420 Other r.a. with visceral or systemic involvement (multiple sites)"	5224	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.21"	"71421 Other r.a. with visceral or systemic involvement (shoulder region)"	5225	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.22"	"71422 Other r.a. with visceral or systemic involvement (upper arm)"	5226	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.23"	"71423 Other rheumatoid arthritis with visceral or systemic involvement (forearm)"	5227	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.24"	"71424 Other rheumatoid arthritis with visceral or systemic involvement (hand)"	5228	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.25"	"71425 Other r.a. with visceral or systemic involvement (pelvic region and thigh"	5229	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.26"	"71426 Other r.a. with vesceral or systemic involvement (loewer leg)"	5230	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.27"	"71427 Other r.a. with visceral or systemic involvement (ankle and foot)"	5231	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.28"	"71428 Other r.a. with visceral or systemic involvement (other specified site)"	5232	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.29"	"71429 Other r.a. with visceral or systemic involvement (unspecified site)"	5233	5223	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.81"	"71481 Other specified inflammatory polyarthropies (shoulder region)"	5258	5256	"Y"	"714.1"	"Rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.3"	"7143 Juvenile chronic polyarthritis"	5234	5200	"N"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.30"	"71430 Juvenile chronic polyarthritis (multiple sites)"	5235	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.31"	"71431 Juvenile chronic polyarthritis (shoulder region)"	5236	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.32"	"71432 Juvenile chronic polyarthritis (upper arm)"	5237	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.33"	"71433 Juvenile chronic polyarthritis (forearm)"	5238	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.34"	"71434 Juvenile chronic polyarthritis (hand)"	5239	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.35"	"71435 Juvenile chronic polyarthritis (pelvic region and thigh)"	5240	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.36"	"71436 Juvenile chronic polyarthritis (lower leg)"	5241	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.37"	"71437 Juvenile chronic polyarthritis (ankle and foot)"	5242	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.38"	"71438 Juvenile chronic polyarthritis (other specified site)"	5243	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"714.39"	"71439 Juvenile chronic polyarthritis (site unspecified)"	5244	5234	"Y"	"714.2"	"Juvenile rheumatoid arthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"720"	"720 Ankylosing spondylitis and other inflammatory spondylopathies"	5627	104	"N"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"720.0"	"7200 Ankylosing spondylitis"	5628	5627	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"720.1"	"7201 Spinal enthesopathy"	5629	5627	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"720.2"	"7202 Sacroiliitis, not elsewhere classified"	5630	5627	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"720.8"	"7208 Other inflammatory spondylopathies"	5631	5627	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"720.9"	"7209 Unspecified inflammatory spondylopathy"	5632	5627	"Y"	"715"	"Other inflammatory spondylopathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"720.2"	"7202 Sacroiliitis, not elsewhere classified"	5630	5627	"Y"	"715.1"	"Sacroiliitis NEC"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"720.0"	"7200 Ankylosing spondylitis"	5628	5627	"Y"	"715.2"	"Ankylosing spondylitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"720.1"	"7201 Spinal enthesopathy"	5629	5627	"Y"	"715.3"	"Spinal enthesopathy"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"716"	"716 Other and unspecified arthropathies"	5315	103	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.0"	"7160 Kaschin-beck disease"	5316	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.00"	"71600 Kaschin-beck disease (multiple sites)"	5317	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.01"	"71601 Kaschin-beck disease (shoulder region)"	5318	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.02"	"71602 Kaschin-beck disease (upper arm)"	5319	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.03"	"71603 Kaschin-beck disease (forearm)"	5320	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.04"	"71604 Kaschin-beck disease (hand)"	5321	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.05"	"71605 Kaschin-beck disease (pelvic region and thigh)"	5322	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.06"	"71606 Kaschin-beck disease (lower leg)"	5323	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.07"	"71607 Kaschin-beck disease (ankle and foot)"	5324	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.08"	"71608 Kaschin-beck disease (other specified site)"	5325	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.09"	"71609 Kaschin-beck disease (site unspecified)"	5326	5316	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.1"	"7161 Traumatic arthropathy"	5327	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.10"	"71610 Traumatic arthropathy (multiple sites)"	5328	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.11"	"71611 Traumatic arthropathy (shoulder region)"	5329	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.12"	"71612 Traumatic arthropathy (upper arm)"	5330	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.13"	"71613 Traumatic arthropathy (forearm)"	5331	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.14"	"71614 Traumatic arthropathy (hand)"	5332	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.15"	"71615 Traumatic arthropathy (pelvic region and thigh)"	5333	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.16"	"71616 Traumatic arthropathy (lower leg)"	5334	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.17"	"71617 Traumatic arthropathy (ankle and foot)"	5335	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.18"	"71618 Traumatic arthropathy (other specified site)"	5336	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.19"	"71619 Traumatic arthropathy (site unspecified)"	5337	5327	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.2"	"7162 Allergic arthritis"	5338	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.20"	"71620 Allergic arthritis (multiple sites)"	5339	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.21"	"71621 Allergic arthritis (shoulder region)"	5340	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.22"	"71622 Allergic arthritis (upper arm)"	5341	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.23"	"71623 Allergic arthritis (forearm)"	5342	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.24"	"71624 Allergic arthritis (hand)"	5343	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.25"	"71625 Allergic arthritis (pelvic region and thigh)"	5344	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.26"	"71626 Allergic arthritis (lower leg)"	5345	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.27"	"71627 Allergic arthritis (ankle and foot)"	5346	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.28"	"71628 Allergic arthritis (other specified site)"	5347	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.29"	"71629 Allergic arthritis (site unspecified)"	5348	5338	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.3"	"7163 Climacteric arthritis"	5349	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.30"	"71630 Climacteric arthritis (multiple sites)"	5350	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.31"	"71631 Climacteric arthritis (shoulder region)"	5351	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.32"	"71632 Climacteric arthritis (upper arm)"	5352	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.33"	"71633 Climacteric arthritis (forearm)"	5353	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.34"	"71634 Climacteric arthritis (hand)"	5354	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.35"	"71635 Climacteric arthritis (pelvic region and thigh)"	5355	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.36"	"71636 Climacteric arthritis (lower leg)"	5356	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.37"	"71637 Climacteric arthritis (ankle and foot)"	5357	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.38"	"71638 Climacteric arthritis (other specified site)"	5358	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.39"	"71639 Climacteric arthritis (site unspecified)"	5359	5349	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.4"	"7164 Transient arthropathy"	5360	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.40"	"71640 Transient arthropathy (multiple sites)"	5361	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.41"	"71641 Transient arthropathy (shoulder region)"	5362	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.42"	"71642 Transient arthropathy (upper arm)"	5363	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.43"	"71643 Transient arthropathy (forearm)"	5364	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.44"	"71644 Transient arthropathy (hand)"	5365	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.45"	"71645 Transient arthropathy (pelvic region and thigh)"	5366	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.46"	"71646 Transient arthropathy (lower leg)"	5367	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.47"	"71647 Transient arthropathy (ankle and foot)"	5368	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.48"	"71648 Transient arthropathy (other specified site)"	5369	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.49"	"71649 Transient arthropathy (site unspecified)"	5370	5360	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"716.5"	"7165 Unspecified polyarthropathy or polyarthritis"	5371	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.50"	"71650 Unspecified polyarthropathy or polyarthritis (multiple sites)"	5372	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.51"	"71651 Unspecified polyarthropathy or polyarthritis (shoulder region)"	5373	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.52"	"71652 Unspecified polyarthropathy or polyarthritis (upper arm)"	5374	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.53"	"71653 Unspecified polyarthropathy or polyarthritis (forearm)"	5375	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.54"	"71654 Unspecified polyarthropathy or polyarthritis (hand)"	5376	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.55"	"71655 Unspecified polyarthropathy or polyarthritis (pelvic region and thigh)"	5377	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.56"	"71656 Unspecified polyarthropathy or polyarthritis (lower leg)"	5378	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.57"	"71657 Unspecified polyarthropathy or polyarthritis (ankle and foot)"	5379	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.58"	"71658 Unspecified polyarthropathy or polyarthritis (other specified site)"	5380	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.59"	"71659 Unspecified polyarthropathy or polyarthritis (site unspecified)"	5381	5371	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.6"	"7166 Unspecified monoarthritis"	5382	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.60"	"71660 Unspecified monoarthritis (multiple sites)"	5383	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.61"	"71661 Unspecified monoarthritis (shoulder region)"	5384	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.62"	"71662 Unspecified monoarthritis (upper arm)"	5385	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.63"	"71663 Unspecified monoarthritis (forearm)"	5386	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.64"	"71664 Unspecified monoarthritis (hand)"	5387	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.65"	"71665 Unspecified monoarthritis (pelvic region and thigh)"	5388	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.66"	"71666 Unspecified monoarthritis (lower leg)"	5389	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.67"	"71667 Unspecified monoarthritis (ankle and foot)"	5390	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.68"	"71668 Unspecified monoarthritis (other specified site)"	5391	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.69"	"71669 Unspecified monoarthritis (site unspecified)"	5392	5382	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"716.8"	"7168 Other specified arthropathy"	5393	5315	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
