"phecode"	"description"	"sex"	"rollup"	"leaf"	"groupnum"	"group"	"color"	"phecode_exclude_range"	"phecode_exclude_phenotypes"
"474"	"Acute and chronic tonsillitis"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"474.1"	"Acute tonsillitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"474.2"	"Chronic tonsillitis and adenoiditis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"475"	"Chronic sinusitis"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"475.9"	"Postnasal drip"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"476"	"Allergic rhinitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"477"	"Epistaxis or throat hemorrhage"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"478"	"Throat pain"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"479"	"Other upper respiratory disease"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"470-479.99"	" other/chronic upper respiratory disease"
"480"	"Pneumonia"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.1"	"Bacterial pneumonia"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.11"	"Pneumococcal pneumonia"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.12"	"Pseudomonal pneumonia"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.13"	"MRSA pneumonia"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.2"	"Viral pneumonia"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.3"	"Pneumonia due to fungus (mycoses)"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"480.5"	"Bronchopneumonia and lung abscess"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"481"	"Influenza"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"483"	"Acute bronchitis and bronchiolitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"480-488.99"	" Pneumonia and influenza"
"495"	"Asthma"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"495.1"	"Chronic obstructive asthma"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"495.11"	"Chronic obstructive asthma with exacerbation"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"495.2"	"Asthma with exacerbation"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"496"	"Chronic airway obstruction"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"496.1"	"Emphysema"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"496.2"	"Chronic bronchitis"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"496.21"	"Obstructive chronic bronchitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"496.3"	"Bronchiectasis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"497"	"Bronchitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"498"	"Acute bronchospasm"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"490-498.99"	" chronic obstructive pulmonary disease, bronchiectasis, asthma"
"499"	"Cystic fibrosis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"499-499.99"	" Cystic fibrosis (move?)"
"500"	"Lung disease due to external agents"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"500.1"	"Extrinsic allergic alveolitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"500.2"	"Pneumoconiosis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"501"	"Pneumonitis due to inhalation of food or vomitus"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"502"	"Postinflammatory pulmonary fibrosis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"503"	"Pulmonary congestion and hypostasis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"504"	"Other alveolar and parietoalveolar pneumonopathy"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"504.1"	"Idiopathic fibrosing alveolitis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"505"	"Other pulmonary inflamation or edema"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"506"	"Empyema and pneumothorax"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"507"	"Pleurisy; pleural effusion"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"508"	"Pulmonary collapse; interstitial and compensatory emphysema"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"509"	"Respiratory failure, insufficiency, arrest"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"509.1"	"Respiratory failure"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"509.2"	"Respiratory insufficiency"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"509.3"	"Pulmonary insufficiency or respiratory failure following trauma and surgery"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"509.5"	"Respiratory arrest"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"509.8"	"Dependence on respirator [Ventilator] or supplemental oxygen"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"500-509.99"	" Pneumoconioses and other lung diseases"
"510"	"Other diseases of lung"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"510-510.99"	" Other diseases of the lung"
"510.2"	"Lung transplant"	"Both"	"0"	"1"	"9"	"respiratory"	"coral4"	"510-510.99"	" Other diseases of the lung"
"512"	"Other symptoms of respiratory system"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"512.1"	"Wheezing"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"512.2"	"Painful respiration"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"512.3"	"Abnormal chest sounds"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"512.7"	"Shortness of breath"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"512.8"	"Cough"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"512.9"	"Other dyspnea"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"512-512.99"	" Other symptoms of respiratory system"
"513"	"Respiratory abnormalities"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"513-513.99"	" Respiratory abnormalities"
"513.3"	"Hypoventilation"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"513-513.99"	" Respiratory abnormalities"
"513.31"	"Apnea"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"513-513.99"	" Respiratory abnormalities"
"513.32"	"Orthopnea"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"513-513.99"	" Respiratory abnormalities"
"513.4"	"Hyperventilation"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"513-513.99"	" Respiratory abnormalities"
"513.8"	"Disorders of diaphragm"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"513-513.99"	" Respiratory abnormalities"
"514"	"Abnormal findings examination of lungs"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"514-514.99"	" Abnormal findings examination of lungs"
"514.1"	"Abnormal results of function study of pulmonary system"	"Both"	"0"	"1"	"9"	"respiratory"	"coral4"	"514-514.99"	" Abnormal findings examination of lungs"
"514.2"	"Solitary pulmonary nodule"	"Both"	"0"	"1"	"9"	"respiratory"	"coral4"	"514-514.99"	" Abnormal findings examination of lungs"
"516"	"Abnormal sputum"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"516-516.99"	" Abnormal sputum"
"516.1"	"Hemoptysis"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"516-516.99"	" Abnormal sputum"
"519"	"Other diseases of respiratory system, not elsewhere classified"	"Both"	"1"	"0"	"9"	"respiratory"	"coral4"	"519-519.99"	"tracheostomy complications"
"519.1"	"Tracheostomy complications"	"Both"	"0"	"1"	"9"	"respiratory"	"coral4"	"519-519.99"	"tracheostomy complications"
"519.2"	"Respiratory complications"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"519-519.99"	"tracheostomy complications"
"519.8"	"Other diseases of respiratory system, NEC"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"519-519.99"	"tracheostomy complications"
"519.9"	"Symptoms involving respiratory system and other chest symptoms"	"Both"	"1"	"1"	"9"	"respiratory"	"coral4"	"519-519.99"	"tracheostomy complications"
"520"	"Disorders of tooth development"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"520.1"	"Hereditary disturbances in tooth structure"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"520.2"	"Disturbances in tooth eruption"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"521"	"Diseases of hard tissues of teeth"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"521.1"	"Dental caries"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"521.2"	"Dental abrasion, erosion and attrition"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"521.4"	"Tooth complications likely association with other diseases"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"522"	"Diseases of pulp and periapical tissues"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"522.1"	"Pulpitis and necrosis of tooth pulp"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"522.5"	"Periapical abscess"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"523"	"Gingival and periodontal diseases"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"523.1"	"Gingivitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"523.3"	"Periodontitis (acute or chronic)"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"523.31"	"Acute periodontitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"523.32"	"Chronic periodontitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"524"	"Dentofacial anomalies, including malocclusion"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"524.3"	"Anomalies of tooth position/malocclusion"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"525"	"Other diseases of the teeth and supporting structures"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"525.1"	"Loss of teeth or edentulism"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"525.2"	"Atrophy of edentulous alveolar ridge"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526"	"Diseases of the jaws"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.1"	"Cysts of the jaws"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.3"	"Anomalies of jaw size/symmetry"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.4"	"Temporomandibular joint disorders"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.41"	"Temporomandibular joint disorder, unspecified"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.42"	"Arthralgia/ankylosis of temporomandibular joint"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.5"	"Inflammatory conditions of jaw"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.8"	"Exostosis of jaw"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"526.9"	"Jaw disease NOS"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"520-526.99"	" Disorders of teeth and jaw"
"527"	"Diseases of the salivary glands"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"527.1"	"Hypertrophy of salivary gland"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"527.2"	"Sialoadenitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"527.7"	"Disturbance of salivary secretion"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"527.8"	"Other specified diseases of the salivary glands"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528"	"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.1"	"Stomatitis and mucositis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.11"	"Stomatitis and mucositis (ulcerative)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.12"	"Oral aphthae"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.3"	"Cellulitis and abscess of oral soft tissues"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.4"	"Cysts of oral soft tissues"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.41"	"Cyst of the salivary gland"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.5"	"Diseases of lips"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.6"	"Leukoplakia of oral mucosa"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"528.7"	"Sialolithiasis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"529"	"Diseases and other conditions of the tongue"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"529.1"	"Glossitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"529.6"	"Glossodynia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"527-529.99"	" Diseases of mouth; excluding dental"
"530"	"Diseases of esophagus"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.1"	"Esophagitis, GERD and related diseases"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.11"	"GERD"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.12"	"Ulcer of esophagus"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.13"	"Barrett's esophagus"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.14"	"Reflux esophagitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.15"	"Eosinophilic esophagitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.2"	"Esophageal bleeding (varices/hemorrhage)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.3"	"Stricture and stenosis of esophagus"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.5"	"Disorders of esophageal motility"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.6"	"Diverticulum of esophagus, acquired"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.7"	"Gastroesophageal laceration-hemorrhage syndrome"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"530.9"	"Heartburn"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"531"	"Peptic ulcer (excl. esophageal)"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"531-531.99"	" gastro ulcer"
"531.1"	"Hemorrhage from gastrointestinal ulcer"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"531-531.99"	" gastro ulcer"
"531.2"	"Gastric ulcer"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"531-531.99"	" gastro ulcer"
"531.3"	"Duodenal ulcer"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"531-531.99"	" gastro ulcer"
"531.4"	"Peptic ulcer, site unspecified"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"531-531.99"	" gastro ulcer"
"531.5"	"Gastrojejunal ulcer"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"531-531.99"	" gastro ulcer"
"532"	"Dysphagia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"530-530.99, 532-532.99"	" esophageal disorders"
"535"	"Gastritis and duodenitis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"535.1"	"Acute gastritis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"535.2"	"Atrophic gastritis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"535.6"	"Duodenitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"535.8"	"Other specified gastritis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"535.9"	"Gastritis and duodenitis, NOS"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"536"	"Disorders of function of stomach"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"536.3"	"Gastroparesis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"536.7"	"Complications of gastrostomy, colostomy and enterostomy"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"536.8"	"Dyspepsia and other specified disorders of function of stomach"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"537"	"Other disorders of stomach and duodenum"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"537.1"	"Lesions of stomach and duodenum"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"535-537.99"	" disorders of stomach"
"539"	"Bariatric surgery"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"539-539.99"	" bariatric surgery"
"540"	"Appendiceal conditions"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"540-540.99"	" appendicitis and other appendiceal conditions"
"540.1"	"Appendicitis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"540-540.99"	" appendicitis and other appendiceal conditions"
"540.11"	"Acute appendicitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"540-540.99"	" appendicitis and other appendiceal conditions"
"550"	"Abdominal hernia"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"550.1"	"Inguinal hernia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"550.2"	"Diaphragmatic hernia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"550.3"	"Femoral hernia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"550.4"	"Umbilical hernia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"550.5"	"Ventral hernia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"550.6"	"Incisional hernia"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"550-550.99"	" Abdominal hernia"
"555"	"Inflammatory bowel disease and other gastroenteritis and colitis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"555.1"	"Regional enteritis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"555.2"	"Ulcerative colitis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"555.21"	"Ulcerative colitis (chronic)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"556"	"Ulceration of the lower GI tract"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"556.1"	"Ulceration of intestine"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"556.11"	"Angiodysplasia of intestine (without mention of hemorrhage)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"557"	"Intestinal malabsorption (non-celiac)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"557.1"	"Celiac disease"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"558"	"Noninfectious gastroenteritis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"559"	"Ileostomy status"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"560"	"Intestinal obstruction without mention of hernia"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"560.1"	"Paralytic ileus"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"560.2"	"Impaction of intestine"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"560.3"	"Peritoneal or intestinal adhesions"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"560.4"	"Other intestinal obstruction"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"561"	"Symptoms involving digestive system"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"562"	"Diverticulosis and diverticulitis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"562.1"	"Diverticulosis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"562.2"	"Diverticulitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"564"	"Functional digestive disorders"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"564.1"	"Irritable Bowel Syndrome"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
